x,y,z
20.0,0.0,0.0
19.969789084936657,-0.09950124999218761,0.0
19.94000702042897,-0.1985125126905763,0.0
19.91077435123222,-0.2975400403657344,0.0
19.88208660058836,-0.3965824997738806,0.0
19.853939339209436,-0.49563984951587753,0.0
19.826328275417804,-0.5947120514639128,0.0
19.799249254209162,-0.693799070785675,0.0
19.772698257267706,-0.7929008759877094,0.0
19.746671403081958,-0.8920174389535146,0.0
19.721164947163796,-0.9911487349849186,0.0
19.696175282374742,-1.0902947428468919,0.0
19.67169893936384,-1.1894554448159635,0.0
19.647732587121755,-1.2886308267324251,0.0
19.624273033656213,-1.3878208780565133,0.0
19.601317226794155,-1.487025591928783,0.0
19.57886225511657,-1.5862449652348911,0.0
19.556905349032306,-1.6854789986750385,0.0
19.535443881997796,-1.7847276968383223,0.0
19.514475371890082,-1.8839910682822865,0.0
19.4939974825412,-1.9832691256179649,0.0
19.474008025442636,-2.0825618856007466,0.0
19.454504961629276,-2.181869369227413,0.0
19.435486403753007,-2.2811916018397254,0.0
19.416950618357117,-2.3805286132349712,0.0
19.398896028363392,-2.479880437783916,0.0
19.38132121578502,-2.579247114556639,0.0
19.36422492467938,-2.678628687456768,0.0
19.347606064356132,-2.77802520536469,0.0
19.33146371285734,-2.8774367222903328,0.0
19.315797120727837,-2.9768632975361986,0.0
19.30060571509569,-3.0763049958713697,0.0
19.28588910408445,-3.175761887717269,0.0
19.27164708158089,-3.2752340493460483,0.0
19.257879632384057,-3.374721563092533,0.0
19.244586937764023,-3.474224517580757,0.0
19.231769381461405,-3.5737430079662103,0.0
19.219427556161676,-3.6732771361950314,0.0
19.20756227048181,-3.772827011281498,0.0
19.196174556510346,-3.8723927496052974,0.0
19.185265677946393,-3.971974475230219,0.0
19.17483713888751,-4.071572320246061,0.0
19.16489069332193,-4.17118642513575,0.0
19.15542835538624,-4.270816939169862,0.0
19.14645241045645,-4.3704640208309815,0.0
19.137965427147783,-4.4701278382706064,0.0
19.12997027030692,-4.569808569801579,0.0
19.122470115090128,-4.669506404429403,0.0
19.115468462231377,-4.769221542426144,0.0
19.108969154617018,-4.868954195951094,0.0
19.102976395297556,-4.96870458972284,0.0
19.09749476708312,-5.068472961747971,0.0
19.092529253887594,-5.16825956411228,0.0
19.08808526400751,-5.268064663841099,0.0
19.08416865554598,-5.367888543836218,0.0
19.080785764220128,-5.467731503897873,0.0
19.077943433822753,-5.567593861841403,0.0
19.075649049646866,-5.6674759547194995,0.0
19.0739105752254,-5.767378140162559,0.0
19.072736592790033,-5.867300797851406,0.0
19.07213634791301,-5.967244331138807,0.0
19.07211979886694,-6.06720916883868,0.0
19.072697671321297,-6.167195767204838,0.0
19.073881519093735,-6.267204612124621,0.0
19.075683791792937,-6.367236221556903,0.0
19.07811791033139,-6.4672911482489575,0.0
19.081198351457143,-6.567369982772634,0.0
19.084940742659537,-6.667473356927516,0.0
19.08936196905416,-6.767601947567499,0.0
19.094480294157954,-6.867756480917932,0.0
19.100315496840636,-6.9679377374635845,0.0
19.106889027202612,-7.068146557503928,0.0
19.114224184706377,-7.168383847492391,0.0
19.122346322611243,-7.268650587301491,0.0
19.1312830836729,-7.368947838587566,0.0
19.14106467322909,-7.4692767544693375,0.0
19.151724177279828,-7.569638590786366,0.0
19.163297935095525,-7.670034719270621,0.0
19.17582597840176,-7.770466643052022,0.0
19.189352552512087,-7.87093601503456,0.0
19.2039267392186,-7.971444659834183,0.0
19.219603207253567,-8.071994600178584,0.0
19.23644312436648,-8.172588088955425,0.0
19.254515276514567,-8.273227648493977,0.0
19.273897455865146,-8.373916119228422,0.0
19.29467820263947,-8.474656720702132,0.0
19.31695902010969,-8.575453129063607,0.0
19.34085723357669,-8.676309576994653,0.0
19.366509743553383,-8.777230984769318,0.0
19.394078049309112,-8.878223135515945,0.0
19.42375512535265,-8.979292914923018,0.0
19.45577508493285,-9.080448647835235,0.0
19.4904271905376,-9.181700585920135,0.0
19.528076946765708,-9.283061641402005,0.0
19.569199365238333,-9.384548543624598,0.0
19.614434599412213,-9.486183772648035,0.0
19.664688422306753,-9.587999050653044,0.0
19.721333809194423,-9.690042346921961,0.0
19.78668280237389,-9.79239427326658,0.0
19.86540635744474,-9.895217430917047,0.0
20.0,-10.0,0.0
13.982049671993927,0.0,0.0
14.000304126255093,-0.09999875313277334,0.0
14.017976881421001,-0.19999256578185115,0.0
14.03516609760688,-0.2999803756516871,0.0
14.051881031533906,-0.3999636494522495,0.0
14.068130329925967,-0.4999425533350141,0.0
14.083922460409264,-0.5999172545405653,0.0
14.09926571360934,-0.6998879181778183,0.0
14.114168205559048,-0.7998547072747312,0.0
14.128637880026139,-0.8998177828371533,0.0
14.142682510754042,-0.9997773039072857,0.0
14.156309703614845,-1.0997334276218402,0.0
14.169526898673306,-1.1996863092699341,0.0
14.182341372160602,-1.2996361023507643,0.0
14.194760238356249,-1.3995829586311028,0.0
14.206790451376502,-1.4995270282026596,0.0
14.218438806867246,-1.5994684595393576,0.0
14.229711943599227,-1.6994073995545707,0.0
14.240616344963156,-1.7993439936583697,0.0
14.251158340361954,-1.899278385814834,0.0
14.2613441064971,-1.9992107185994799,0.0
14.271179668545738,-2.0991411332568632,0.0
14.28067090122479,-2.1990697697584167,0.0
14.289823529737985,-2.298996766860585,0.0
14.298643130601244,-2.39892226216332,0.0
14.307135132341383,-2.4988463921690123,0.0
14.315304816062675,-2.598769292341922,0.0
14.3231573158751,-2.698691097168199,0.0
14.330697619177641,-2.7986119402165643,0.0
14.337930566789204,-2.8985319541997443,0.0
14.344860852919046,-2.998451271036747,0.0
14.351493024967764,-3.0983700219160837,0.0
14.357831483148942,-3.1982883373600375,0.0
14.363880479920626,-3.29820634729009,0.0
14.369644119214607,-3.398124181093628,0.0
14.375126355450295,-3.4980419676920556,0.0
14.38033099231856,-3.597959835610457,0.0
14.385261681319433,-3.697877913048947,0.0
14.389921920035762,-3.797796327955876,0.0
14.394315050123122,-3.8977152081030626,0.0
14.398444254994011,-3.997634681163232,0.0
14.402312557172076,-4.097554874789871,0.0
14.40592281528934,-4.197475916699712,0.0
14.409277720696428,-4.297397934758079,0.0
14.412379793652295,-4.397321057067364,0.0
14.415231379056179,-4.497245412058905,0.0
14.417834641680038,-4.597171128588576,0.0
14.420191560854843,-4.6970983360364205,0.0
14.422303924558374,-4.797027164410709,0.0
14.424173322845787,-4.896957744456796,0.0
14.425801140556825,-4.996890207771252,0.0
14.4271885492251,-5.096824686921733,0.0
14.428336498105276,-5.196761315573146,0.0
14.429245704222724,-5.296700228620693,0.0
14.429916641337451,-5.396641562330463,0.0
14.430349527699159,-5.496585454488307,0.0
14.430544312453017,-5.596532044557812,0.0
14.430500660535555,-5.696481473848296,0.0
14.430217935876616,-5.796433885693837,0.0
14.429695182695626,-5.8963894256444975,0.0
14.428931104648033,-5.996348241671031,0.0
14.427924041539402,-6.096310484384531,0.0
14.42667194327924,-6.196276307272676,0.0
14.425172340692507,-6.296245866954444,0.0
14.423422312742177,-6.396219323455429,0.0
14.421418449638612,-6.496196840506205,0.0
14.419156811217963,-6.596178585866527,0.0
14.416632879858403,-6.696164731678589,0.0
14.41384150706489,-6.796155454853057,0.0
14.410776852683949,-6.896150937492189,0.0
14.407432315501538,-6.996151367355061,0.0
14.40380045371866,-7.096156938370784,0.0
14.399872893477061,-7.196167851206617,0.0
14.395640223202383,-7.296184313899157,0.0
14.391091871019507,-7.3962065425583114,0.0
14.386215961841094,-7.496234762155687,0.0
14.380999149889064,-7.596269207411352,0.0
14.375426421316787,-7.696310123795939,0.0
14.36948086016814,-7.796357768668748,0.0
14.363143369012858,-7.8964124125772965,0.0
14.356392333055789,-7.996474340749897,0.0
14.349203213068742,-8.09654385482081,0.0
14.34154804775,-8.196621274838051,0.0
14.333394839494648,-8.296706941617915,0.0
14.324706788162597,-8.396801219529317,0.0
14.31544132385544,-8.496904499817077,0.0
14.305548869700432,-8.59701720460982,0.0
14.294971235468234,-8.697139791810251,0.0
14.283639496196809,-8.797272761141633,0.0
14.2714711357497,-8.897416661738067,0.0
14.258366113130384,-8.997572101841586,0.0
14.244201300743338,-9.097739761448612,0.0
14.228822371021792,-9.197920409211859,0.0
14.212031505383889,-9.298114925709854,0.0
14.193567887536966,-9.398324336680993,0.0
14.173074868710842,-9.498549862758717,0.0
14.150040275661414,-9.598792998622196,0.0
14.123675843544081,-9.699055649892955,0.0
14.092633410538138,-9.799340403063558,0.0
14.05414392800217,-9.89965120653983,0.0
13.982049671993927,-10.0,0.0
11.632270873332482,0.0,0.0
11.636621312491782,-0.09999999688285142,0.0
11.641024746482577,-0.19999997212582105,0.0
11.6454344414442,-0.29999988957496243,0.0
11.649847144104816,-0.3999997214064927,0.0
11.654259437763715,-0.4999994507866375,0.0
11.65866798435504,-0.599999058835678,0.0
11.663069523342287,-0.699998527930203,0.0
11.66746086928654,-0.7999978416682461,0.0
11.671838909445972,-0.8999969848433986,0.0
11.67620060140215,-0.9999959434196721,0.0
11.68054297071123,-1.0999947045070477,0.0
11.684863108578105,-1.1999932563377111,0.0
11.689158169551577,-1.2999915882429587,0.0
11.693425369238494,-1.399989690630767,0.0
11.697661982034756,-1.4999875549640198,0.0
11.701865338871063,-1.5999851737393807,0.0
11.70603282497112,-1.6999825404668063,0.0
11.710161877619996,-1.799979649649694,0.0
11.714249983940201,-1.8999764967656552,0.0
11.718294678672944,-1.999973078247908,0.0
11.722293541961925,-2.0999693914672872,0.0
11.72624419713688,-2.199965434714862,0.0
11.73014430849395,-2.299961207185161,0.0
11.733991579069794,-2.399956708959998,0.0
11.737783748406198,-2.4999519409928923,0.0
11.741518590301698,-2.599946905094092,0.0
11.745193910546622,-2.6999416039161823,0.0
11.748807544637584,-2.799936040940287,0.0
11.752357355467343,-2.899930220462864,0.0
11.75584123098555,-2.999924147583086,0.0
11.759257081825677,-3.0999178281908164,0.0
11.762602838892994,-3.199911268955173,0.0
11.765876450908147,-3.2999044773136865,0.0
11.769075881900424,-3.399897461462056,0.0
11.772199108644344,-3.4998902303445067,0.0
11.775244118032665,-3.599882793644751,0.0
11.778208904378339,-3.6998751617775594,0.0
11.781091466637285,-3.7998673458809535,0.0
11.783889805543156,-3.899859357809022,0.0
11.78660192064442,-3.9998512101253714,0.0
