x,y,z
0.99809736,-0.043412045,0.0
1.087966,-0.0424959,0.0
1.1778396,-0.041606337,0.0
1.26772,-0.040767726,0.0
1.3576068,-0.039978504,0.0
1.4475,-0.039237194,0.0
1.5373995,-0.03854229,0.0
1.6273054,-0.037892252,0.0
1.7172176,-0.037285518,0.0
1.8071359,-0.036720484,0.0
1.8970604,-0.036195513,0.0
1.9869909,-0.03570891,0.0
2.0769277,-0.03525895,0.0
2.1668704,-0.034843832,0.0
2.256819,-0.03446171,0.0
2.3467736,-0.03411067,0.0
2.4367342,-0.03378872,0.0
2.5267007,-0.033493783,0.0
2.6166732,-0.0332237,0.0
2.7066514,-0.032976203,0.0
2.7966356,-0.03274892,0.0
2.8866258,-0.03253934,0.0
2.976622,-0.03234483,0.0
3.0666244,-0.03216258,0.0
3.1566327,-0.03198962,0.0
3.2466471,-0.031822763,0.0
3.3366678,-0.031658616,0.0
3.4266946,-0.031493515,0.0
3.516728,-0.031323507,0.0
3.6067677,-0.031144308,0.0
3.696814,-0.030951245,0.0
3.7868671,-0.030739194,0.0
3.8769271,-0.030502513,0.0
3.9669943,-0.030234944,0.0
4.057069,-0.029929502,0.0
4.147151,-0.02957833,0.0
4.2372413,-0.029172523,0.0
4.3273396,-0.028701892,0.0
4.417447,-0.028154656,0.0
4.5075636,-0.027517034,0.0
4.59769,-0.026772683,0.0
4.687827,-0.025901916,0.0
4.7779756,-0.024880545,0.0
4.868137,-0.023678178,0.0
4.9583125,-0.022255495,0.0
5.0485044,-0.020559719,0.0
5.1387153,-0.018516425,0.0
5.228949,-0.0160131,0.0
5.3192134,-0.012860587,0.0
5.409522,-0.008678002,0.0
5.5,0.0,0.0
0.9771167,-0.040586725,0.0
1.0673711,-0.04599579,0.0
1.1576205,-0.051355798,0.0
1.247866,-0.056719262,0.0
1.3381077,-0.06208646,0.0
1.4283459,-0.06745774,0.0
1.5185807,-0.07283345,0.0
1.6088123,-0.07821388,0.0
1.699041,-0.08359932,0.0
1.7892668,-0.08899003,0.0
1.87949,-0.09438626,0.0
1.9697107,-0.0997882,0.0
2.0599291,-0.10519605,0.0
2.1501455,-0.11060998,0.0
2.24036,-0.11603013,0.0
2.3305728,-0.12145661,0.0
2.4207842,-0.12688951,0.0
2.5109942,-0.13232891,0.0
2.6012032,-0.13777484,0.0
2.6914113,-0.14322732,0.0
2.7816186,-0.14868633,0.0
2.8718255,-0.15415184,0.0
2.962032,-0.15962377,0.0
3.0522387,-0.16510203,0.0
3.1424456,-0.1705865,0.0
3.232653,-0.176077,0.0
3.3228612,-0.18157333,0.0
3.4130704,-0.18707527,0.0
3.503281,-0.19258256,0.0
3.5934937,-0.19809487,0.0
3.6837084,-0.20361187,0.0
3.7739255,-0.20913313,0.0
3.8641455,-0.21465823,0.0
3.954369,-0.22018665,0.0
4.0445967,-0.22571784,0.0
4.1348286,-0.23125118,0.0
4.2250657,-0.23678598,0.0
4.3153086,-0.24232148,0.0
4.405558,-0.24785681,0.0
4.4958153,-0.25339106,0.0
4.5860815,-0.25892314,0.0
4.6763577,-0.26445192,0.0
4.766646,-0.2699761,0.0
4.856948,-0.2754943,0.0
4.9472666,-0.28100494,0.0
5.0376053,-0.28650638,0.0
5.1279693,-0.29199693,0.0
5.218366,-0.297475,0.0
5.3088083,-0.30293995,0.0
5.399319,-0.30839622,0.0
5.490134,-0.3139526,0.0
0.95551735,-0.03681108,0.0
1.0456159,-0.048557587,0.0
1.1357142,-0.0602542,0.0
1.2258095,-0.0719525,0.0
1.3159018,-0.083652556,0.0
1.4059912,-0.095354445,0.0
1.4960779,-0.10705824,0.0
1.5861619,-0.11876403,0.0
1.6762432,-0.13047189,0.0
1.7663219,-0.1421819,0.0
1.8563981,-0.15389419,0.0
1.9464719,-0.16560881,0.0
2.0365436,-0.17732587,0.0
2.126613,-0.1890455,0.0
2.2166803,-0.20076779,0.0
2.3067455,-0.21249284,0.0
2.396809,-0.22422077,0.0
2.4868708,-0.23595169,0.0
2.576931,-0.24768575,0.0
2.6669898,-0.25942305,0.0
2.7570472,-0.27116373,0.0
2.8471036,-0.28290793,0.0
2.937159,-0.29465577,0.0
3.0272136,-0.30640742,0.0
3.1172676,-0.318163,0.0
3.2073214,-0.32992274,0.0
3.297375,-0.34168676,0.0
3.3874288,-0.35345525,0.0
3.477483,-0.36522838,0.0
3.567538,-0.37700638,0.0
3.657594,-0.38878947,0.0
3.7476513,-0.4005779,0.0
3.8377106,-0.4123719,0.0
3.927772,-0.42417178,0.0
4.017836,-0.43597785,0.0
4.1079035,-0.44779044,0.0
4.197975,-0.45961,0.0
4.288051,-0.47143695,0.0
4.378133,-0.48327184,0.0
4.4682207,-0.49511528,0.0
4.558316,-0.506968,0.0
4.648421,-0.51883096,0.0
4.738536,-0.53070515,0.0
4.8286633,-0.5425921,0.0
4.918806,-0.55449367,0.0
5.008968,-0.5664123,0.0
5.099153,-0.57835174,0.0
5.189369,-0.59031737,0.0
5.2796288,-0.6023188,0.0
5.369954,-0.61437666,0.0
5.4605737,-0.6266662,0.0
0.9332481,-0.033020142,0.0
1.0228127,-0.05104796,0.0
1.11238,-0.06902624,0.0
1.2019442,-0.087006025,0.0
1.2915055,-0.104987375,0.0
1.3810637,-0.12297034,0.0
1.4706191,-0.140955,0.0
1.5601716,-0.1589414,0.0
1.6497214,-0.17692962,0.0
1.7392685,-0.19491974,0.0
1.8288132,-0.21291181,0.0
1.9183553,-0.23090594,0.0
2.007895,-0.24890219,0.0
2.0974324,-0.26690066,0.0
2.1869676,-0.28490144,0.0
2.2765007,-0.3029046,0.0
2.366032,-0.3209103,0.0
2.4555612,-0.3389186,0.0
2.5450885,-0.35692963,0.0
2.6346145,-0.37494352,0.0
2.724139,-0.39296043,0.0
2.813662,-0.41098043,0.0
2.903184,-0.42900372,0.0
2.9927049,-0.44703045,0.0
3.082225,-0.4650608,0.0
3.1717446,-0.48309493,0.0
3.2612638,-0.5011331,0.0
3.3507829,-0.5191754,0.0
3.440302,-0.53722215,0.0
3.5298214,-0.5552736,0.0
3.6193416,-0.57333004,0.0
3.7088628,-0.59139174,0.0
3.7983854,-0.60945904,0.0
3.88791,-0.6275323,0.0
3.9774365,-0.645612,0.0
4.066966,-0.66369855,0.0
4.156499,-0.6817925,0.0
4.2460356,-0.6998944,0.0
4.3355775,-0.71800506,0.0
4.425125,-0.7361252,0.0
4.5146794,-0.7542558,0.0
4.604242,-0.772398,0.0
4.693814,-0.7905533,0.0
4.783397,-0.8087234,0.0
4.8729944,-0.82691056,0.0
4.9626093,-0.84511787,0.0
5.0522466,-0.86334956,0.0
5.1419125,-0.88161206,0.0
5.2316194,-0.8999163,0.0
5.321391,-0.91828364,0.0
5.411436,-0.9369066,0.0
0.9103614,-0.02923436,0.0
0.99901676,-0.053469595,0.0
1.0876777,-0.07765578,0.0
1.1763356,-0.10184323,0.0
1.2649902,-0.12603202,0.0
1.3536419,-0.15022223,0.0
1.4422905,-0.1744139,0.0
1.5309362,-0.19860712,0.0
1.6195791,-0.22280195,0.0
1.7082192,-0.24699847,0.0
1.7968565,-0.27119675,0.0
1.8854913,-0.2953969,0.0
1.9741235,-0.31959897,0.0
2.0627532,-0.34380308,0.0
2.1513805,-0.36800933,0.0
2.2400057,-0.3922178,0.0
2.3286288,-0.4164286,0.0
2.4172497,-0.44064185,0.0
2.5058687,-0.4648577,0.0
2.594486,-0.48907626,0.0
2.6831017,-0.5132976,0.0
2.7717159,-0.537522,0.0
2.8603287,-0.5617495,0.0
2.9489403,-0.58598036,0.0
3.0375507,-0.6102147,0.0
3.1261604,-0.63445276,0.0
3.2147694,-0.6586947,0.0
3.303378,-0.6829407,0.0
3.3919866,-0.70719117,0.0
3.480595,-0.73144627,0.0
3.569204,-0.7557063,0.0
3.6578138,-0.7799716,0.0
3.7464244,-0.8042425,0.0
3.8350365,-0.82851946,0.0
3.9236505,-0.8528029,0.0
4.0122666,-0.87709326,0.0
4.100886,-0.9013912,0.0
4.1895084,-0.9256973,0.0
4.2781353,-0.9500124,0.0
4.3667674,-0.9743373,0.0
4.4554057,-0.998673,0.0
4.544051,-1.0230209,0.0
4.632705,-1.0473824,0.0
4.72137,-1.0717593,0.0
4.810048,-1.0961543,0.0
4.898742,-1.1205705,0.0
4.987457,-1.1450125,0.0
5.076198,-1.1694872,0.0
5.164978,-1.1940058,0.0
5.253819,-1.2185915,0.0
5.342916,-1.2434494,0.0
0.88690895,-0.025473438,0.0
0.974284,-0.055817638,0.0
1.0616677,-0.086113445,0.0
1.1490481,-0.1164103,0.0
1.2364253,-0.14670828,0.0
1.3237993,-0.17700744,0.0
1.4111702,-0.20730785,0.0
1.4985381,-0.23760958,0.0
1.585903,-0.26791272,0.0
1.6732651,-0.29821733,0.0
1.7606243,-0.32852352,0.0
1.8479807,-0.35883135,0.0
1.9353346,-0.38914093,0.0
2.0226858,-0.41945237,0.0
2.1100345,-0.44976574,0.0
2.1973808,-0.48008117,0.0
2.284725,-0.51039875,0.0
2.3720667,-0.5407186,0.0
2.4594066,-0.5710409,0.0
2.5467443,-0.6013658,0.0
2.6340804,-0.63169336,0.0
2.7214148,-0.6620238,0.0
2.8087475,-0.69235724,0.0
2.8960788,-0.72269386,0.0
2.983409,-0.7530339,0.0
3.0707378,-0.78337747,0.0
3.158066,-0.81372494,0.0
3.2453935,-0.84407645,0.0
3.3327205,-0.87443227,0.0
3.4200473,-0.90479267,0.0
3.507374,-0.935158,0.0
3.5947013,-0.9655286,0.0
3.682029,-0.9959048,0.0
3.769358,-1.0262871,0.0
3.8566883,-1.0566759,0.0
3.9440205,-1.0870718,0.0
4.031355,-1.1174753,0.0
4.1186924,-1.1478871,0.0
4.2060337,-1.1783081,0.0
4.2933793,-1.2087393,0.0
4.3807306,-1.2391815,0.0
4.4680886,-1.2696363,0.0
4.5554543,-1.3001051,0.0
4.6428294,-1.33059,0.0
4.7302165,-1.3610935,0.0
4.8176184,-1.3916192,0.0
4.9050393,-1.4221717,0.0
4.9924855,-1.4527584,0.0
5.079967,-1.4833913,0.0
5.167505,-1.5140946,0.0
5.2552824,-1.545085,0.0
0.86294216,-0.02175622,0.0
0.9486719,-0.058086738,0.0
1.0344131,-0.094369724,0.0
1.1201509,-0.13065353,0.0
1.2058854,-0.16693822,0.0
1.2916167,-0.20322385,0.0
1.3773448,-0.23951054,0.0
1.4630699,-0.27579832,0.0
1.5487919,-0.3120873,0.0
1.6345109,-0.34837753,0.0
1.7202269,-0.38466913,0.0
1.8059402,-0.42096215,0.0
1.8916506,-0.45725673,0.0
1.9773583,-0.49355298,0.0
2.0630634,-0.52985096,0.0
2.148766,-0.56615084,0.0
2.234466,-0.6024527,0.0
2.320164,-0.6387567,0.0
2.4058595,-0.6750629,0.0
2.4915528,-0.7113715,0.0
2.5772443,-0.74768263,0.0
2.6629338,-0.7839965,0.0
2.7486215,-0.8203133,0.0
2.8343077,-0.8566331,0.0
2.9199922,-0.8929562,0.0
3.0056756,-0.9292828,0.0
3.0913577,-0.96561307,0.0
3.177039,-1.0019473,0.0
3.2627194,-1.0382859,0.0
3.3483994,-1.074629,0.0
3.4340792,-1.1109768,0.0
3.519759,-1.1473299,0.0
3.6054392,-1.1836886,0.0
3.69112,-1.2200534,0.0
3.7768018,-1.2564249,0.0
3.8624852,-1.2928034,0.0
3.9481704,-1.3291897,0.0
4.0338583,-1.3655844,0.0
4.1195493,-1.4019884,0.0
4.205244,-1.4384028,0.0
4.290943,-1.4748285,0.0
4.3766484,-1.5112671,0.0
4.4623604,-1.5477201,0.0
4.548081,-1.5841897,0.0
4.6338124,-1.6206785,0.0
4.7195573,-1.6571903,0.0
4.8053193,-1.69373,0.0
4.891104,-1.7303052,0.0
4.9769216,-1.7669286,0.0
5.062791,-1.8036252,0.0
5.1488824,-1.8406228,0.0
0.83851206,-0.018100504,0.0
0.92223865,-0.060271006,0.0
1.0059795,-0.10239503,0.0
1.089717,-0.14451963,0.0
1.1734512,-0.18664488,0.0
1.257182,-0.22877085,0.0
1.3409096,-0.27089763,0.0
1.424634,-0.3130253,0.0
1.5083553,-0.35515392,0.0
1.5920734,-0.39728358,0.0
1.6757886,-0.4394144,0.0
1.7595009,-0.48154646,0.0
1.8432102,-0.52367985,0.0
1.9269168,-0.56581473,0.0
2.0106206,-0.60795116,0.0
