x,y
20.0,0.0
19.05,0.0
18.099999999999998,0.0
17.15,0.0
16.2,0.0
15.25,0.0
14.299999999999999,0.0
13.35,0.0
12.399999999999999,0.0
11.45,0.0
10.5,0.0
9.549999999999999,0.0
8.6,0.0
7.6499999999999995,0.0
6.699999999999999,0.0
5.75,0.0
4.8,0.0
3.8499999999999996,0.0
2.9,0.0
1.95,0.0
1.0,0.0
1.0,0.0
0.947625,-0.00837877031753573
0.891,-0.015591963657302801
0.8308750000000001,-0.02274774797106516
0.768,-0.029707511658474052
0.703125,-0.03633436375826538
0.6370000000000001,-0.04248291482886739
0.5703750000000001,-0.0479925887247088
0.5040000000000001,-0.052686064373693456
0.43862500000000004,-0.05637358320033826
0.375,-0.05886288409328633
0.313875,-0.059973554221496514
0.256,-0.059553722218136804
0.20212500000000005,-0.057496376021372295
0.15300000000000005,-0.0537522536924151
0.109375,-0.048336304361510145
0.07199999999999998,-0.041325193327427096
0.04162500000000002,-0.03284424108418962
0.01899999999999999,-0.02304350995864461
0.004875000000000004,-0.012064404739297404
0.0,0.0
0.004875000000000004,0.012064404739297404
0.01899999999999999,0.02304350995864461
0.04162500000000002,0.03284424108418962
0.07199999999999998,0.041325193327427096
0.109375,0.048336304361510145
0.15300000000000005,0.0537522536924151
0.20212500000000005,0.057496376021372295
0.256,0.059553722218136804
0.313875,0.059973554221496514
0.375,0.05886288409328633
0.43862500000000004,0.05637358320033826
0.5040000000000001,0.052686064373693456
0.5703750000000001,0.0479925887247088
0.6370000000000001,0.04248291482886739
0.703125,0.03633436375826538
0.768,0.029707511658474052
0.8308750000000001,0.02274774797106516
0.891,0.015591963657302801
0.947625,0.00837877031753573
1.0,0.0
1.0,0.0
1.95,0.0
2.9,0.0
3.8499999999999996,0.0
4.8,0.0
5.75,0.0
6.699999999999999,0.0
7.6499999999999995,0.0
8.6,0.0
9.549999999999999,0.0
10.5,0.0
11.45,0.0
12.399999999999999,0.0
13.35,0.0
14.299999999999999,0.0
15.25,0.0
16.2,0.0
17.15,0.0
18.099999999999998,0.0
19.05,0.0
20.0,0.0
